datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/2/2019 5:00,1/2/2019 0:00,SERC,SOUTH,DOM,DOM,9080.596,TRUE
1/2/2019 6:00,1/2/2019 1:00,SERC,SOUTH,DOM,DOM,8919.886,TRUE
1/2/2019 7:00,1/2/2019 2:00,SERC,SOUTH,DOM,DOM,8997.022,TRUE
1/2/2019 8:00,1/2/2019 3:00,SERC,SOUTH,DOM,DOM,9186.951,TRUE
1/2/2019 9:00,1/2/2019 4:00,SERC,SOUTH,DOM,DOM,9565.748,TRUE
1/2/2019 10:00,1/2/2019 5:00,SERC,SOUTH,DOM,DOM,10417.153,TRUE
1/2/2019 11:00,1/2/2019 6:00,SERC,SOUTH,DOM,DOM,11463.406,TRUE
1/2/2019 12:00,1/2/2019 7:00,SERC,SOUTH,DOM,DOM,12021.22,TRUE
1/2/2019 13:00,1/2/2019 8:00,SERC,SOUTH,DOM,DOM,12066.87,TRUE
1/2/2019 14:00,1/2/2019 9:00,SERC,SOUTH,DOM,DOM,11989.572,TRUE
1/2/2019 15:00,1/2/2019 10:00,SERC,SOUTH,DOM,DOM,11906.07,TRUE
1/2/2019 16:00,1/2/2019 11:00,SERC,SOUTH,DOM,DOM,11838.321,TRUE
1/2/2019 17:00,1/2/2019 12:00,SERC,SOUTH,DOM,DOM,11728.029,TRUE
1/2/2019 18:00,1/2/2019 13:00,SERC,SOUTH,DOM,DOM,11677.557,TRUE
1/2/2019 19:00,1/2/2019 14:00,SERC,SOUTH,DOM,DOM,11578.303,TRUE
1/2/2019 20:00,1/2/2019 15:00,SERC,SOUTH,DOM,DOM,11713.269,TRUE
1/2/2019 21:00,1/2/2019 16:00,SERC,SOUTH,DOM,DOM,12131.809,TRUE
1/2/2019 22:00,1/2/2019 17:00,SERC,SOUTH,DOM,DOM,12839.897,TRUE
1/2/2019 23:00,1/2/2019 18:00,SERC,SOUTH,DOM,DOM,12823.815,TRUE
1/3/2019 0:00,1/2/2019 19:00,SERC,SOUTH,DOM,DOM,12653.409,TRUE
1/3/2019 1:00,1/2/2019 20:00,SERC,SOUTH,DOM,DOM,12338.827,TRUE
1/3/2019 2:00,1/2/2019 21:00,SERC,SOUTH,DOM,DOM,11725.814,TRUE
1/3/2019 3:00,1/2/2019 22:00,SERC,SOUTH,DOM,DOM,11022.148,TRUE
1/3/2019 4:00,1/2/2019 23:00,SERC,SOUTH,DOM,DOM,10378.031,TRUE
1/3/2019 5:00,1/3/2019 0:00,SERC,SOUTH,DOM,DOM,9900.216,TRUE
1/3/2019 6:00,1/3/2019 1:00,SERC,SOUTH,DOM,DOM,9678.226,TRUE
1/3/2019 7:00,1/3/2019 2:00,SERC,SOUTH,DOM,DOM,9570.797,TRUE
1/3/2019 8:00,1/3/2019 3:00,SERC,SOUTH,DOM,DOM,9581.105,TRUE
1/3/2019 9:00,1/3/2019 4:00,SERC,SOUTH,DOM,DOM,9898.245,TRUE
1/3/2019 10:00,1/3/2019 5:00,SERC,SOUTH,DOM,DOM,10575.1,TRUE
1/3/2019 11:00,1/3/2019 6:00,SERC,SOUTH,DOM,DOM,11509.539,TRUE
1/3/2019 12:00,1/3/2019 7:00,SERC,SOUTH,DOM,DOM,11973.431,TRUE
1/3/2019 13:00,1/3/2019 8:00,SERC,SOUTH,DOM,DOM,11853.222,TRUE
1/3/2019 14:00,1/3/2019 9:00,SERC,SOUTH,DOM,DOM,11764.915,TRUE
1/3/2019 15:00,1/3/2019 10:00,SERC,SOUTH,DOM,DOM,11634.389,TRUE
