datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/2/2021 5:00,1/2/2021 0:00,SERC,SOUTH,DOM,DOM,11549.605,TRUE
1/2/2021 6:00,1/2/2021 1:00,SERC,SOUTH,DOM,DOM,11224.573,TRUE
1/2/2021 7:00,1/2/2021 2:00,SERC,SOUTH,DOM,DOM,11036.816,TRUE
1/2/2021 8:00,1/2/2021 3:00,SERC,SOUTH,DOM,DOM,11017.824,TRUE
1/2/2021 9:00,1/2/2021 4:00,SERC,SOUTH,DOM,DOM,11045.221,TRUE
1/2/2021 10:00,1/2/2021 5:00,SERC,SOUTH,DOM,DOM,11190.279,TRUE
1/2/2021 11:00,1/2/2021 6:00,SERC,SOUTH,DOM,DOM,11463.141,TRUE
1/2/2021 12:00,1/2/2021 7:00,SERC,SOUTH,DOM,DOM,11670.63,TRUE
1/2/2021 13:00,1/2/2021 8:00,SERC,SOUTH,DOM,DOM,11829.085,TRUE
1/2/2021 14:00,1/2/2021 9:00,SERC,SOUTH,DOM,DOM,11804.908,TRUE
1/2/2021 15:00,1/2/2021 10:00,SERC,SOUTH,DOM,DOM,11454.006,TRUE
1/2/2021 16:00,1/2/2021 11:00,SERC,SOUTH,DOM,DOM,10926.977,TRUE
1/2/2021 17:00,1/2/2021 12:00,SERC,SOUTH,DOM,DOM,10446.714,TRUE
1/2/2021 18:00,1/2/2021 13:00,SERC,SOUTH,DOM,DOM,10184.328,TRUE
1/2/2021 19:00,1/2/2021 14:00,SERC,SOUTH,DOM,DOM,10225.557,TRUE
1/2/2021 20:00,1/2/2021 15:00,SERC,SOUTH,DOM,DOM,10305.585,TRUE
1/2/2021 21:00,1/2/2021 16:00,SERC,SOUTH,DOM,DOM,10771.641,TRUE
1/2/2021 22:00,1/2/2021 17:00,SERC,SOUTH,DOM,DOM,11664.622,TRUE
1/2/2021 23:00,1/2/2021 18:00,SERC,SOUTH,DOM,DOM,11875.176,TRUE
1/3/2021 0:00,1/2/2021 19:00,SERC,SOUTH,DOM,DOM,11791.08,TRUE
1/3/2021 1:00,1/2/2021 20:00,SERC,SOUTH,DOM,DOM,11661.23,TRUE
1/3/2021 2:00,1/2/2021 21:00,SERC,SOUTH,DOM,DOM,11417.537,TRUE
1/3/2021 3:00,1/2/2021 22:00,SERC,SOUTH,DOM,DOM,11054.003,TRUE
1/3/2021 4:00,1/2/2021 23:00,SERC,SOUTH,DOM,DOM,10643.9,TRUE
1/3/2021 5:00,1/3/2021 0:00,SERC,SOUTH,DOM,DOM,10279.609,TRUE
1/3/2021 6:00,1/3/2021 1:00,SERC,SOUTH,DOM,DOM,10028.109,TRUE
1/3/2021 7:00,1/3/2021 2:00,SERC,SOUTH,DOM,DOM,9886.787,TRUE
1/3/2021 8:00,1/3/2021 3:00,SERC,SOUTH,DOM,DOM,9954.508,TRUE
1/3/2021 9:00,1/3/2021 4:00,SERC,SOUTH,DOM,DOM,10095.748,TRUE
1/3/2021 10:00,1/3/2021 5:00,SERC,SOUTH,DOM,DOM,10272.987,TRUE
1/3/2021 11:00,1/3/2021 6:00,SERC,SOUTH,DOM,DOM,10556.243,TRUE
1/3/2021 12:00,1/3/2021 7:00,SERC,SOUTH,DOM,DOM,10939.214,TRUE
1/3/2021 13:00,1/3/2021 8:00,SERC,SOUTH,DOM,DOM,11369.443,TRUE
1/3/2021 14:00,1/3/2021 9:00,SERC,SOUTH,DOM,DOM,11766.379,TRUE
1/3/2021 15:00,1/3/2021 10:00,SERC,SOUTH,DOM,DOM,12029.999,TRUE
1/3/2021 16:00,1/3/2021 11:00,SERC,SOUTH,DOM,DOM,12152.128,TRUE
1/3/2021 17:00,1/3/2021 12:00,SERC,SOUTH,DOM,DOM,12217.79,TRUE
1/3/2021 18:00,1/3/2021 13:00,SERC,SOUTH,DOM,DOM,12129.915,TRUE
1/3/2021 19:00,1/3/2021 14:00,SERC,SOUTH,DOM,DOM,12141.512,TRUE
1/3/2021 20:00,1/3/2021 15:00,SERC,SOUTH,DOM,DOM,12224.604,TRUE
1/3/2021 21:00,1/3/2021 16:00,SERC,SOUTH,DOM,DOM,12540.393,TRUE
1/3/2021 22:00,1/3/2021 17:00,SERC,SOUTH,DOM,DOM,13163.317,TRUE
1/3/2021 23:00,1/3/2021 18:00,SERC,SOUTH,DOM,DOM,13197.197,TRUE
1/4/2021 0:00,1/3/2021 19:00,SERC,SOUTH,DOM,DOM,12990.027,TRUE
1/4/2021 1:00,1/3/2021 20:00,SERC,SOUTH,DOM,DOM,12718.396,TRUE
1/4/2021 2:00,1/3/2021 21:00,SERC,SOUTH,DOM,DOM,12327.531,TRUE
1/4/2021 3:00,1/3/2021 22:00,SERC,SOUTH,DOM,DOM,11808.748,TRUE
1/4/2021 4:00,1/3/2021 23:00,SERC,SOUTH,DOM,DOM,11323.755,TRUE
1/4/2021 5:00,1/4/2021 0:00,SERC,SOUTH,DOM,DOM,11064.051,TRUE
1/4/2021 6:00,1/4/2021 1:00,SERC,SOUTH,DOM,DOM,10964.791,TRUE
1/4/2021 7:00,1/4/2021 2:00,SERC,SOUTH,DOM,DOM,11100.41,TRUE
1/4/2021 8:00,1/4/2021 3:00,SERC,SOUTH,DOM,DOM,11350.151,TRUE
1/4/2021 9:00,1/4/2021 4:00,SERC,SOUTH,DOM,DOM,11816.409,TRUE
1/4/2021 10:00,1/4/2021 5:00,SERC,SOUTH,DOM,DOM,12605.738,TRUE
1/4/2021 11:00,1/4/2021 6:00,SERC,SOUTH,DOM,DOM,13607.694,TRUE
1/4/2021 12:00,1/4/2021 7:00,SERC,SOUTH,DOM,DOM,14355.365,TRUE
1/4/2021 13:00,1/4/2021 8:00,SERC,SOUTH,DOM,DOM,14256.34,TRUE
1/4/2021 14:00,1/4/2021 9:00,SERC,SOUTH,DOM,DOM,13519.022,TRUE
1/4/2021 15:00,1/4/2021 10:00,SERC,SOUTH,DOM,DOM,13038.91,TRUE
1/4/2021 16:00,1/4/2021 11:00,SERC,SOUTH,DOM,DOM,12877.839,TRUE
1/4/2021 17:00,1/4/2021 12:00,SERC,SOUTH,DOM,DOM,12809.513,TRUE
1/4/2021 18:00,1/4/2021 13:00,SERC,SOUTH,DOM,DOM,12697.142,TRUE
1/4/2021 19:00,1/4/2021 14:00,SERC,SOUTH,DOM,DOM,12737.328,TRUE
1/4/2021 20:00,1/4/2021 15:00,SERC,SOUTH,DOM,DOM,12896.967,TRUE
